id_transacao,id_cliente,produto,categoria,data_pedido,qtd,valor_item,canal,segmento_cliente
3783,3970,Produto Kappa,Linha_E,2024-07-24,1,204.54,Digital,A
3784,3219,Produto Gamma,Linha_B,2025-12-10,4,98.18,Digital,B
3785,3659,Produto Eta,Linha_D,2025-01-02,1,81.46,Digital,B
3786,2366,Produto Alpha,Linha_A,2024-12-07,4,176.85,Telefone,A
3786,2366,Produto Iota,Linha_E,2024-12-07,4,166.51,Telefone,A
3786,2366,Produto Epsilon,Linha_C,2024-12-07,4,145.4,Telefone,A
3787,2774,Produto Iota,Linha_E,2024-12-21,4,158.14,Digital,B
3787,2774,Produto Epsilon,Linha_C,2024-12-21,5,128.21,Digital,B
3788,3935,Produto Gamma,Linha_B,2024-12-13,2,93.86,Digital,A
3788,3935,Produto Eta,Linha_D,2024-12-13,1,71.69,Digital,A
3788,3935,Produto Epsilon,Linha_C,2024-12-13,5,149.06,Digital,A
3788,3935,Produto Alpha,Linha_A,2024-12-13,1,194.62,Digital,A
3789,1517,Produto Gamma,Linha_B,2025-01-05,3,103.79,Telefone,A
3789,1517,Produto Eta,Linha_D,2025-01-05,1,76.58,Telefone,A
3789,1517,Produto Alpha,Linha_A,2025-01-05,3,195.2,Telefone,A
3789,1517,Produto Iota,Linha_E,2025-01-05,3,171.43,Telefone,A
3789,1517,Produto Epsilon,Linha_C,2025-01-05,3,154.05,Telefone,A
3790,3343,Produto Theta,Linha_D,2024-09-23,5,420.51,Digital,A
3791,1794,Produto Gamma,Linha_B,2024-02-03,1,89.2,Digital,B
3791,1794,Produto Eta,Linha_D,2024-02-03,1,79.05,Digital,B
3792,3953,Produto Beta,Linha_A,2024-04-06,3,220.32,Digital,A
3793,1952,Produto Alpha,Linha_A,2024-01-26,1,172.73,Digital,B
3793,1952,Produto Kappa,Linha_E,2024-01-26,5,217.69,Digital,B
3794,1730,Produto Gamma,Linha_B,2024-04-14,5,89.54,Digital,C
3795,5151,Produto Gamma,Linha_B,2025-09-12,1,88.21,Telefone,A
3795,5151,Produto Eta,Linha_D,2025-09-12,2,69.16,Telefone,A
3795,5151,Produto Zeta,Linha_C,2025-09-12,4,285.58,Telefone,A
3796,1012,Produto Gamma,Linha_B,2025-04-13,2,102.12,Telefone,A
3796,1012,Produto Iota,Linha_E,2025-04-13,3,153.45,Telefone,A
3796,1012,Produto Zeta,Linha_C,2025-04-13,2,312.7,Telefone,A
3797,2984,Produto Gamma,Linha_B,2025-05-12,4,103.25,Digital,B
3798,1546,Produto Iota,Linha_E,2025-12-23,1,153.13,Presencial,B
3798,1546,Produto Epsilon,Linha_C,2025-12-23,5,151.73,Presencial,B
3798,1546,Produto Beta,Linha_A,2025-12-23,4,235.14,Presencial,B
3799,5546,Produto Gamma,Linha_B,2025-02-15,3,95.75,Telefone,B
3799,5546,Produto Beta,Linha_A,2025-02-15,3,263.93,Telefone,B
3800,4257,Produto Alpha,Linha_A,2025-12-24,5,170.91,Digital,C
3800,4257,Produto Iota,Linha_E,2025-12-24,5,154.76,Digital,C
3800,4257,Produto Epsilon,Linha_C,2025-12-24,1,149.14,Digital,C
3800,4257,Produto Beta,Linha_A,2025-12-24,5,268.3,Digital,C
3801,5204,Produto Gamma,Linha_B,2025-10-11,4,92.76,Digital,B
3801,5204,Produto Eta,Linha_D,2025-10-11,3,69.41,Digital,B
3801,5204,Produto Zeta,Linha_C,2025-10-11,4,317.86,Digital,B
3802,1893,Produto Iota,Linha_E,2024-05-27,5,174.97,Presencial,A
3803,4779,Produto Alpha,Linha_A,2024-05-25,4,182.82,Telefone,B
3803,4779,Produto Eta,Linha_D,2024-05-25,4,82.88,Telefone,B
3804,4339,Produto Gamma,Linha_B,2024-05-30,3,96.58,Digital,A
3804,4339,Produto Eta,Linha_D,2024-05-30,4,71.72,Digital,A
3804,4339,Produto Alpha,Linha_A,2024-05-30,5,199.28,Digital,A
3805,4935,Produto Beta,Linha_A,2025-12-15,5,254.98,Digital,B
3806,5256,Produto Eta,Linha_D,2025-07-26,5,82.29,Presencial,C
3807,5157,Produto Alpha,Linha_A,2025-11-03,4,167.42,Digital,A
3807,5157,Produto Beta,Linha_A,2025-11-03,2,236.94,Digital,A
3808,5087,Produto Alpha,Linha_A,2024-04-14,5,192.98,Digital,B
3808,5087,Produto Beta,Linha_A,2024-04-14,2,257.34,Digital,B
3809,3961,Produto Delta,Linha_B,2024-01-25,1,293.94,Digital,B
3810,2717,Produto Alpha,Linha_A,2024-09-04,3,190.01,Telefone,B
3811,5611,Produto Alpha,Linha_A,2025-08-03,3,178.45,Telefone,A
3811,5611,Produto Eta,Linha_D,2025-08-03,5,73.46,Telefone,A
3811,5611,Produto Beta,Linha_A,2025-08-03,1,250.35,Telefone,A
3811,5611,Produto Gamma,Linha_B,2025-08-03,4,102.03,Telefone,A
3812,1333,Produto Iota,Linha_E,2024-05-17,1,151.91,Telefone,A
3812,1333,Produto Theta,Linha_D,2024-05-17,2,383.84,Telefone,A
3812,1333,Produto Delta,Linha_B,2024-05-17,3,303.33,Telefone,A
3813,4909,Produto Zeta,Linha_C,2024-07-22,1,311.4,Digital,A
3814,2161,Produto Iota,Linha_E,2025-05-15,1,152.52,Digital,A
3814,2161,Produto Epsilon,Linha_C,2025-05-15,2,136.2,Digital,A
3815,1127,Produto Delta,Linha_B,2025-05-07,2,311.29,Presencial,C
3816,2717,Produto Gamma,Linha_B,2025-03-14,4,105.78,Presencial,B
3816,2717,Produto Beta,Linha_A,2025-03-14,3,245.29,Presencial,B
3817,5252,Produto Alpha,Linha_A,2025-03-19,4,198.98,Digital,B
3817,5252,Produto Beta,Linha_A,2025-03-19,3,226.18,Digital,B
3817,5252,Produto Zeta,Linha_C,2025-03-19,3,280.48,Digital,B
3817,5252,Produto Kappa,Linha_E,2025-03-19,3,198.62,Digital,B
3818,3556,Produto Gamma,Linha_B,2025-07-10,1,100.69,Digital,A
3818,3556,Produto Eta,Linha_D,2025-07-10,2,81.3,Digital,A
3819,5379,Produto Eta,Linha_D,2025-07-25,4,70.53,Digital,A
3820,3219,Produto Alpha,Linha_A,2025-01-03,1,183.44,Digital,B
3820,3219,Produto Gamma,Linha_B,2025-01-03,2,103.4,Digital,B
3820,3219,Produto Beta,Linha_A,2025-01-03,5,262.48,Digital,B
3820,3219,Produto Eta,Linha_D,2025-01-03,4,76.88,Digital,B
3821,3731,Produto Beta,Linha_A,2025-05-08,5,250.56,Digital,B
3821,3731,Produto Theta,Linha_D,2025-05-08,3,446.89,Digital,B
3821,3731,Produto Eta,Linha_D,2025-05-08,2,80.08,Digital,B
3821,3731,Produto Delta,Linha_B,2025-05-08,5,339.04,Digital,B
3822,4419,Produto Alpha,Linha_A,2024-10-27,1,181.18,Presencial,B
3822,4419,Produto Beta,Linha_A,2024-10-27,4,242.4,Presencial,B
3822,4419,Produto Zeta,Linha_C,2024-10-27,4,314.09,Presencial,B
3822,4419,Produto Delta,Linha_B,2024-10-27,4,348.79,Presencial,B
3823,4112,Produto Alpha,Linha_A,2024-03-16,3,198.77,Telefone,A
3823,4112,Produto Beta,Linha_A,2024-03-16,1,258.64,Telefone,A
3823,4112,Produto Zeta,Linha_C,2024-03-16,4,309.16,Telefone,A
3824,5321,Produto Eta,Linha_D,2024-12-06,4,75.64,Telefone,A
3825,2656,Produto Gamma,Linha_B,2025-07-23,5,95.9,Presencial,C
3825,2656,Produto Eta,Linha_D,2025-07-23,1,71.84,Presencial,C
3825,2656,Produto Theta,Linha_D,2025-07-23,4,384.8,Presencial,C
3825,2656,Produto Alpha,Linha_A,2025-07-23,4,172.4,Presencial,C
3825,2656,Produto Delta,Linha_B,2025-07-23,3,289.45,Presencial,C
3825,2656,Produto Kappa,Linha_E,2025-07-23,2,192.13,Presencial,C
3826,2227,Produto Iota,Linha_E,2025-08-12,1,177.28,Presencial,A
3826,2227,Produto Epsilon,Linha_C,2025-08-12,1,129.15,Presencial,A
3827,1443,Produto Alpha,Linha_A,2024-12-04,4,173.95,Digital,A
3827,1443,Produto Theta,Linha_D,2024-12-04,1,386.01,Digital,A
3827,1443,Produto Gamma,Linha_B,2024-12-04,1,103.68,Digital,A
3827,1443,Produto Delta,Linha_B,2024-12-04,1,355.74,Digital,A
3828,5320,Produto Iota,Linha_E,2025-02-02,5,148.31,Telefone,B
3828,5320,Produto Epsilon,Linha_C,2025-02-02,3,151.63,Telefone,B
3829,5522,Produto Theta,Linha_D,2024-06-16,3,421.78,Digital,A
3829,5522,Produto Delta,Linha_B,2024-06-16,5,295.87,Digital,A
3830,3386,Produto Gamma,Linha_B,2024-02-02,1,106.1,Presencial,B
3830,3386,Produto Beta,Linha_A,2024-02-02,4,267.64,Presencial,B
3830,3386,Produto Alpha,Linha_A,2024-02-02,3,179.05,Presencial,B
3831,4300,Produto Kappa,Linha_E,2025-07-26,2,196.92,Telefone,A
3832,4948,Produto Gamma,Linha_B,2024-11-14,5,99.7,Digital,B
3832,4948,Produto Beta,Linha_A,2024-11-14,4,229.28,Digital,B
3833,1870,Produto Alpha,Linha_A,2025-04-01,4,180.39,Presencial,B
3833,1870,Produto Gamma,Linha_B,2025-04-01,2,97.8,Presencial,B
3834,4746,Produto Kappa,Linha_E,2025-09-27,4,208.47,Digital,B
3835,3588,Produto Iota,Linha_E,2025-04-06,3,154.85,Telefone,B
3835,3588,Produto Zeta,Linha_C,2025-04-06,2,318.69,Telefone,B
3835,3588,Produto Kappa,Linha_E,2025-04-06,1,234.66,Telefone,B
3836,2142,Produto Eta,Linha_D,2025-03-12,5,72.33,Telefone,B
3837,2572,Produto Gamma,Linha_B,2024-04-13,2,87.72,Digital,B
3837,2572,Produto Beta,Linha_A,2024-04-13,4,218.54,Digital,B
3837,2572,Produto Alpha,Linha_A,2024-04-13,3,191.03,Digital,B
3838,5157,Produto Zeta,Linha_C,2024-05-23,4,313.18,Telefone,A
3839,5279,Produto Alpha,Linha_A,2025-07-21,2,189.5,Presencial,B
3839,5279,Produto Beta,Linha_A,2025-07-21,3,232.62,Presencial,B
3839,5279,Produto Gamma,Linha_B,2025-07-21,3,103.54,Presencial,B
3840,1643,Produto Epsilon,Linha_C,2025-10-08,2,147.42,Telefone,B
3841,1167,Produto Delta,Linha_B,2025-01-14,1,301.88,Presencial,B
3842,3156,Produto Beta,Linha_A,2025-06-15,1,244.04,Presencial,B
3842,3156,Produto Theta,Linha_D,2025-06-15,4,450.13,Presencial,B
3842,3156,Produto Iota,Linha_E,2025-06-15,4,167.16,Presencial,B
3842,3156,Produto Epsilon,Linha_C,2025-06-15,2,155.38,Presencial,B
3842,3156,Produto Delta,Linha_B,2025-06-15,4,355.82,Presencial,B
3843,4708,Produto Alpha,Linha_A,2024-12-07,4,190.3,Digital,C
3843,4708,Produto Gamma,Linha_B,2024-12-07,1,94.28,Digital,C
3844,2579,Produto Alpha,Linha_A,2025-12-21,5,176.6,Digital,B
3844,2579,Produto Epsilon,Linha_C,2025-12-21,2,145.81,Digital,B
3844,2579,Produto Beta,Linha_A,2025-12-21,3,250.85,Digital,B
3844,2579,Produto Eta,Linha_D,2025-12-21,4,76.26,Digital,B
3845,4062,Produto Delta,Linha_B,2025-08-03,2,289.53,Digital,B
3846,3927,Produto Epsilon,Linha_C,2025-02-04,3,139.81,Telefone,A
3846,3927,Produto Beta,Linha_A,2025-02-04,4,268.08,Telefone,A
3847,5745,Produto Eta,Linha_D,2025-08-06,2,77.99,Telefone,C
3848,3529,Produto Alpha,Linha_A,2025-03-14,4,179.86,Digital,B
3849,1803,Produto Beta,Linha_A,2025-06-23,2,224.97,Presencial,A
3849,1803,Produto Zeta,Linha_C,2025-06-23,1,266.73,Presencial,A
3850,1874,Produto Alpha,Linha_A,2024-01-29,4,194.4,Presencial,A
3851,1380,Produto Gamma,Linha_B,2024-02-17,5,89.95,Digital,B
3851,1380,Produto Epsilon,Linha_C,2024-02-17,4,141.25,Digital,B
3851,1380,Produto Eta,Linha_D,2024-02-17,4,71.37,Digital,B
3852,5733,Produto Iota,Linha_E,2025-02-01,4,150.4,Digital,A
3852,5733,Produto Beta,Linha_A,2025-02-01,2,232.85,Digital,A
3853,3269,Produto Alpha,Linha_A,2025-06-19,4,180.43,Digital,B
3853,3269,Produto Theta,Linha_D,2025-06-19,4,424.66,Digital,B
3853,3269,Produto Delta,Linha_B,2025-06-19,1,357.54,Digital,B
3854,3988,Produto Epsilon,Linha_C,2024-02-22,2,134.36,Telefone,B
3855,2091,Produto Beta,Linha_A,2024-06-15,1,232.55,Presencial,B
3855,2091,Produto Zeta,Linha_C,2024-06-15,1,271.59,Presencial,B
3855,2091,Produto Kappa,Linha_E,2024-06-15,2,191.68,Presencial,B
3856,4640,Produto Gamma,Linha_B,2024-05-06,5,95.79,Presencial,C
3856,4640,Produto Beta,Linha_A,2024-05-06,5,225.99,Presencial,C
3856,4640,Produto Eta,Linha_D,2024-05-06,2,70.15,Presencial,C
3856,4640,Produto Zeta,Linha_C,2024-05-06,2,296.61,Presencial,C
3856,4640,Produto Delta,Linha_B,2024-05-06,1,346.4,Presencial,C
3857,5124,Produto Alpha,Linha_A,2025-09-07,2,168.09,Telefone,A
3857,5124,Produto Epsilon,Linha_C,2025-09-07,3,141.64,Telefone,A
3857,5124,Produto Gamma,Linha_B,2025-09-07,1,105.01,Telefone,A
3858,5792,Produto Zeta,Linha_C,2025-01-30,2,297.21,Telefone,C
3858,5792,Produto Theta,Linha_D,2025-01-30,1,423.4,Telefone,C
3859,5326,Produto Epsilon,Linha_C,2024-03-20,1,154.0,Presencial,A
3860,4425,Produto Eta,Linha_D,2025-06-30,1,80.09,Digital,B
3861,4882,Produto Iota,Linha_E,2025-04-28,2,167.82,Digital,A
3861,4882,Produto Epsilon,Linha_C,2025-04-28,4,143.01,Digital,A
3861,4882,Produto Theta,Linha_D,2025-04-28,5,453.75,Digital,A
3862,4359,Produto Epsilon,Linha_C,2024-06-02,3,137.92,Presencial,A
3862,4359,Produto Kappa,Linha_E,2024-06-02,3,190.21,Presencial,A
3863,4457,Produto Beta,Linha_A,2024-02-04,1,223.73,Digital,A
3863,4457,Produto Zeta,Linha_C,2024-02-04,5,281.75,Digital,A
3863,4457,Produto Theta,Linha_D,2024-02-04,2,451.82,Digital,A
3863,4457,Produto Iota,Linha_E,2024-02-04,1,155.64,Digital,A
3863,4457,Produto Epsilon,Linha_C,2024-02-04,1,138.61,Digital,A
3864,2871,Produto Alpha,Linha_A,2025-07-13,5,173.8,Digital,A
3864,2871,Produto Eta,Linha_D,2025-07-13,1,67.96,Digital,A
3864,2871,Produto Theta,Linha_D,2025-07-13,4,391.3,Digital,A
3865,1273,Produto Alpha,Linha_A,2025-01-27,2,178.42,Digital,A
3865,1273,Produto Zeta,Linha_C,2025-01-27,2,273.49,Digital,A
3865,1273,Produto Gamma,Linha_B,2025-01-27,3,99.64,Digital,A
3865,1273,Produto Theta,Linha_D,2025-01-27,3,441.85,Digital,A
3866,1432,Produto Alpha,Linha_A,2024-08-10,5,175.46,Digital,C
3866,1432,Produto Beta,Linha_A,2024-08-10,4,239.86,Digital,C
3867,5120,Produto Gamma,Linha_B,2025-01-04,5,102.22,Telefone,A
3867,5120,Produto Beta,Linha_A,2025-01-04,2,253.2,Telefone,A
3867,5120,Produto Eta,Linha_D,2025-01-04,2,83.26,Telefone,A
3868,5306,Produto Gamma,Linha_B,2025-08-04,1,97.32,Digital,A
3868,5306,Produto Eta,Linha_D,2025-08-04,3,82.67,Digital,A
3869,4616,Produto Gamma,Linha_B,2024-10-27,1,104.51,Digital,B
3869,4616,Produto Eta,Linha_D,2024-10-27,3,76.8,Digital,B
3869,4616,Produto Zeta,Linha_C,2024-10-27,4,280.36,Digital,B
3869,4616,Produto Alpha,Linha_A,2024-10-27,1,177.68,Digital,B
3869,4616,Produto Delta,Linha_B,2024-10-27,4,294.87,Digital,B
3870,4155,Produto Gamma,Linha_B,2024-09-07,5,106.07,Digital,B
3870,4155,Produto Iota,Linha_E,2024-09-07,4,159.27,Digital,B
3870,4155,Produto Epsilon,Linha_C,2024-09-07,2,139.96,Digital,B
3870,4155,Produto Eta,Linha_D,2024-09-07,3,80.97,Digital,B
3871,5399,Produto Beta,Linha_A,2024-07-02,1,236.83,Digital,B
3871,5399,Produto Eta,Linha_D,2024-07-02,2,82.57,Digital,B
3871,5399,Produto Alpha,Linha_A,2024-07-02,2,199.04,Digital,B
3871,5399,Produto Iota,Linha_E,2024-07-02,2,147.17,Digital,B
3871,5399,Produto Epsilon,Linha_C,2024-07-02,5,141.6,Digital,B
3872,2258,Produto Beta,Linha_A,2025-10-08,1,223.05,Telefone,A
3872,2258,Produto Theta,Linha_D,2025-10-08,5,435.0,Telefone,A
3872,2258,Produto Iota,Linha_E,2025-10-08,4,160.25,Telefone,A
3872,2258,Produto Epsilon,Linha_C,2025-10-08,2,146.63,Telefone,A
3872,2258,Produto Delta,Linha_B,2025-10-08,5,315.42,Telefone,A
3873,2808,Produto Eta,Linha_D,2025-08-17,1,68.19,Digital,B
3874,3171,Produto Gamma,Linha_B,2024-09-18,1,87.92,Digital,A
3874,3171,Produto Eta,Linha_D,2024-09-18,5,82.83,Digital,A
3875,3798,Produto Iota,Linha_E,2025-11-29,3,151.15,Telefone,A
3875,3798,Produto Zeta,Linha_C,2025-11-29,5,289.05,Telefone,A
3876,1529,Produto Gamma,Linha_B,2024-08-20,4,94.9,Presencial,B
3876,1529,Produto Beta,Linha_A,2024-08-20,1,257.79,Presencial,B
3876,1529,Produto Alpha,Linha_A,2024-08-20,5,196.37,Presencial,B
3876,1529,Produto Iota,Linha_E,2024-08-20,1,178.63,Presencial,B
3876,1529,Produto Epsilon,Linha_C,2024-08-20,5,139.88,Presencial,B
3877,3994,Produto Alpha,Linha_A,2025-08-06,1,192.94,Digital,B
3877,3994,Produto Iota,Linha_E,2025-08-06,3,171.64,Digital,B
3878,5465,Produto Eta,Linha_D,2025-08-07,5,68.01,Telefone,B
3879,1882,Produto Alpha,Linha_A,2025-12-11,1,190.18,Telefone,B
3879,1882,Produto Beta,Linha_A,2025-12-11,3,231.0,Telefone,B
3879,1882,Produto Eta,Linha_D,2025-12-11,2,68.9,Telefone,B
3879,1882,Produto Theta,Linha_D,2025-12-11,1,460.67,Telefone,B
3880,1786,Produto Zeta,Linha_C,2024-02-27,1,275.81,Digital,A
3880,1786,Produto Kappa,Linha_E,2024-02-27,1,194.13,Digital,A
3881,5309,Produto Zeta,Linha_C,2025-12-01,2,262.93,Telefone,C
3881,5309,Produto Delta,Linha_B,2025-12-01,4,357.13,Telefone,C
3882,4414,Produto Epsilon,Linha_C,2024-04-09,5,138.76,Telefone,A
3882,4414,Produto Kappa,Linha_E,2024-04-09,1,200.63,Telefone,A
3883,4198,Produto Alpha,Linha_A,2024-11-07,1,166.1,Presencial,B
3883,4198,Produto Gamma,Linha_B,2024-11-07,4,93.97,Presencial,B
3883,4198,Produto Eta,Linha_D,2024-11-07,4,73.13,Presencial,B
3884,3394,Produto Eta,Linha_D,2025-12-05,5,82.88,Digital,A
3885,4675,Produto Gamma,Linha_B,2025-08-24,3,103.32,Digital,B
3885,4675,Produto Eta,Linha_D,2025-08-24,1,78.69,Digital,B
3886,3916,Produto Gamma,Linha_B,2024-02-22,4,96.14,Presencial,B
3886,3916,Produto Beta,Linha_A,2024-02-22,4,263.8,Presencial,B
3886,3916,Produto Eta,Linha_D,2024-02-22,2,78.93,Presencial,B
3887,2808,Produto Gamma,Linha_B,2024-05-15,1,103.69,Digital,B
3887,2808,Produto Eta,Linha_D,2024-05-15,4,81.71,Digital,B
3888,4783,Produto Beta,Linha_A,2024-01-16,3,223.69,Digital,B
3889,1683,Produto Gamma,Linha_B,2025-02-24,5,93.42,Telefone,C
3889,1683,Produto Eta,Linha_D,2025-02-24,1,82.0,Telefone,C
3889,1683,Produto Alpha,Linha_A,2025-02-24,4,169.31,Telefone,C
3890,4820,Produto Alpha,Linha_A,2025-02-20,2,186.63,Digital,B
3891,4586,Produto Gamma,Linha_B,2025-08-25,4,94.55,Digital,C
3891,4586,Produto Eta,Linha_D,2025-08-25,2,72.93,Digital,C
3892,5590,Produto Alpha,Linha_A,2025-08-16,2,171.82,Digital,B
3892,5590,Produto Beta,Linha_A,2025-08-16,5,245.05,Digital,B
3892,5590,Produto Theta,Linha_D,2025-08-16,2,394.31,Digital,B
3892,5590,Produto Delta,Linha_B,2025-08-16,2,308.83,Digital,B
3893,4259,Produto Theta,Linha_D,2025-11-25,2,378.04,Digital,B
3894,5473,Produto Alpha,Linha_A,2025-01-01,3,178.12,Digital,A
3894,5473,Produto Eta,Linha_D,2025-01-01,1,76.94,Digital,A
3895,2863,Produto Gamma,Linha_B,2025-03-07,2,99.15,Digital,B
3896,2274,Produto Alpha,Linha_A,2025-10-02,4,184.44,Telefone,A
3897,4766,Produto Alpha,Linha_A,2025-09-21,4,175.33,Telefone,B
3897,4766,Produto Iota,Linha_E,2025-09-21,5,178.68,Telefone,B
3897,4766,Produto Epsilon,Linha_C,2025-09-21,2,139.16,Telefone,B
3897,4766,Produto Beta,Linha_A,2025-09-21,2,254.9,Telefone,B
3898,4416,Produto Gamma,Linha_B,2024-09-22,4,105.56,Digital,B
3898,4416,Produto Eta,Linha_D,2024-09-22,4,80.19,Digital,B
3898,4416,Produto Kappa,Linha_E,2024-09-22,3,220.6,Digital,B
3899,4664,Produto Alpha,Linha_A,2025-02-17,1,182.25,Digital,B
3899,4664,Produto Eta,Linha_D,2025-02-17,3,79.27,Digital,B
3899,4664,Produto Theta,Linha_D,2025-02-17,5,406.58,Digital,B
3899,4664,Produto Kappa,Linha_E,2025-02-17,4,227.87,Digital,B
3900,3116,Produto Alpha,Linha_A,2024-10-05,2,176.86,Presencial,B
3900,3116,Produto Gamma,Linha_B,2024-10-05,1,95.04,Presencial,B
3900,3116,Produto Zeta,Linha_C,2024-10-05,1,319.49,Presencial,B
3901,2110,Produto Alpha,Linha_A,2025-01-24,4,193.47,Telefone,A
3901,2110,Produto Gamma,Linha_B,2025-01-24,3,94.1,Telefone,A
3902,2384,Produto Iota,Linha_E,2024-08-14,3,164.5,Presencial,A
3902,2384,Produto Epsilon,Linha_C,2024-08-14,1,154.0,Presencial,A
3903,2398,Produto Beta,Linha_A,2024-02-05,3,228.16,Telefone,B
3903,2398,Produto Eta,Linha_D,2024-02-05,5,83.65,Telefone,B
3904,3329,Produto Iota,Linha_E,2025-01-13,2,175.14,Digital,B
3904,3329,Produto Epsilon,Linha_C,2025-01-13,4,144.27,Digital,B
3904,3329,Produto Beta,Linha_A,2025-01-13,2,245.77,Digital,B
3905,4325,Produto Delta,Linha_B,2024-02-12,1,312.31,Digital,B
3906,4825,Produto Gamma,Linha_B,2025-07-03,4,105.27,Presencial,C
3906,4825,Produto Eta,Linha_D,2025-07-03,1,81.05,Presencial,C
3907,3426,Produto Beta,Linha_A,2025-03-24,3,239.24,Telefone,A
3907,3426,Produto Zeta,Linha_C,2025-03-24,3,278.4,Telefone,A
3908,4021,Produto Eta,Linha_D,2024-03-09,1,69.8,Digital,B
3909,5352,Produto Gamma,Linha_B,2024-08-24,3,96.11,Telefone,B
3909,5352,Produto Eta,Linha_D,2024-08-24,4,80.17,Telefone,B
3910,5641,Produto Beta,Linha_A,2025-07-03,1,226.11,Digital,C
3911,2802,Produto Iota,Linha_E,2025-01-02,4,157.57,Digital,B
3911,2802,Produto Epsilon,Linha_C,2025-01-02,4,138.83,Digital,B
3911,2802,Produto Beta,Linha_A,2025-01-02,5,230.38,Digital,B
3912,5558,Produto Epsilon,Linha_C,2025-07-18,1,141.79,Telefone,B
3913,3005,Produto Iota,Linha_E,2024-02-27,5,158.72,Telefone,A
3913,3005,Produto Epsilon,Linha_C,2024-02-27,3,149.82,Telefone,A
3914,1717,Produto Beta,Linha_A,2025-12-09,1,223.72,Digital,B
3915,3173,Produto Beta,Linha_A,2024-08-17,3,226.28,Digital,A
3915,3173,Produto Eta,Linha_D,2024-08-17,1,80.33,Digital,A
3915,3173,Produto Zeta,Linha_C,2024-08-17,5,293.01,Digital,A
3916,4418,Produto Gamma,Linha_B,2024-07-27,2,85.56,Presencial,B
3916,4418,Produto Iota,Linha_E,2024-07-27,1,147.35,Presencial,B
3916,4418,Produto Epsilon,Linha_C,2024-07-27,2,133.73,Presencial,B
3917,4369,Produto Zeta,Linha_C,2024-08-15,3,312.21,Telefone,B
3917,4369,Produto Delta,Linha_B,2024-08-15,3,351.21,Telefone,B
3918,2998,Produto Alpha,Linha_A,2024-04-06,3,189.5,Presencial,A
3918,2998,Produto Iota,Linha_E,2024-04-06,3,166.12,Presencial,A
3918,2998,Produto Epsilon,Linha_C,2024-04-06,2,147.28,Presencial,A
3918,2998,Produto Beta,Linha_A,2024-04-06,4,258.2,Presencial,A
3919,4570,Produto Beta,Linha_A,2025-07-18,3,256.48,Telefone,B
3920,3586,Produto Iota,Linha_E,2024-03-30,2,176.18,Presencial,B
3920,3586,Produto Epsilon,Linha_C,2024-03-30,5,138.13,Presencial,B
3920,3586,Produto Eta,Linha_D,2024-03-30,1,73.96,Presencial,B
3921,3949,Produto Gamma,Linha_B,2025-12-20,4,97.28,Digital,B
3921,3949,Produto Beta,Linha_A,2025-12-20,3,223.0,Digital,B
3921,3949,Produto Eta,Linha_D,2025-12-20,4,78.3,Digital,B
3921,3949,Produto Zeta,Linha_C,2025-12-20,1,291.91,Digital,B
3922,4028,Produto Alpha,Linha_A,2024-09-20,4,195.27,Digital,C
3922,4028,Produto Iota,Linha_E,2024-09-20,1,145.97,Digital,C
3922,4028,Produto Epsilon,Linha_C,2024-09-20,3,138.33,Digital,C
3923,1265,Produto Epsilon,Linha_C,2024-07-18,4,133.98,Telefone,B
3924,2963,Produto Alpha,Linha_A,2025-04-16,1,188.66,Digital,C
3924,2963,Produto Beta,Linha_A,2025-04-16,4,263.9,Digital,C
3925,4385,Produto Alpha,Linha_A,2025-02-14,3,198.71,Digital,A
3925,4385,Produto Beta,Linha_A,2025-02-14,3,248.76,Digital,A
3925,4385,Produto Eta,Linha_D,2025-02-14,2,78.66,Digital,A
3925,4385,Produto Zeta,Linha_C,2025-02-14,1,306.12,Digital,A
3926,1785,Produto Gamma,Linha_B,2024-04-27,3,100.03,Telefone,C
3926,1785,Produto Theta,Linha_D,2024-04-27,4,424.27,Telefone,C
3926,1785,Produto Delta,Linha_B,2024-04-27,3,297.67,Telefone,C
3927,3329,Produto Gamma,Linha_B,2025-02-06,3,92.92,Presencial,B
3927,3329,Produto Theta,Linha_D,2025-02-06,3,409.86,Presencial,B
3927,3329,Produto Delta,Linha_B,2025-02-06,5,354.98,Presencial,B
3928,2066,Produto Epsilon,Linha_C,2025-04-25,4,145.45,Telefone,A
3929,3046,Produto Delta,Linha_B,2024-02-08,3,342.0,Digital,A
3929,3046,Produto Zeta,Linha_C,2024-02-08,5,273.43,Digital,A
3930,4977,Produto Alpha,Linha_A,2024-01-28,3,196.93,Telefone,A
3930,4977,Produto Beta,Linha_A,2024-01-28,2,265.97,Telefone,A
3931,2738,Produto Alpha,Linha_A,2024-10-21,5,182.68,Presencial,A
3931,2738,Produto Beta,Linha_A,2024-10-21,3,233.08,Presencial,A
3931,2738,Produto Gamma,Linha_B,2024-10-21,1,87.26,Presencial,A
3931,2738,Produto Delta,Linha_B,2024-10-21,1,332.87,Presencial,A
3932,3493,Produto Theta,Linha_D,2025-09-06,4,437.32,Digital,A
3933,1508,Produto Gamma,Linha_B,2024-05-03,4,90.12,Digital,B
3933,1508,Produto Theta,Linha_D,2024-05-03,5,458.69,Digital,B
3934,2573,Produto Beta,Linha_A,2025-05-11,1,232.29,Presencial,C
3935,1372,Produto Epsilon,Linha_C,2024-01-26,4,136.0,Digital,C
