id_cliente,reduziu_compras,segmento_A,var_compras_6m,freq_compras_trim,ticket_medio_ratio,tempo_cliente_anos,nps_score,canal_digital,vendedor_rotatividade,regiao,porte,inadimplencia_hist,segmento,prob_churn_real
3566,0,0,-1.5,6,1.273,19.1,9.0,0,2,Sudeste,Micro,0,B,0.0
3567,0,0,-13.4,2,1.095,20.0,6.0,0,0,Sudeste,Medio,0,C,0.0004
3568,0,0,2.3,2,,7.5,7.0,0,7,Sudeste,Medio,0,B,0.0025
3569,0,0,-8.2,2,1.335,2.6,6.0,0,2,Norte,Micro,0,B,0.0188
3570,0,1,-7.2,0,0.62,1.6,5.0,0,5,Nordeste,Grande,0,A,0.1419
3571,0,1,37.3,5,0.653,0.9,3.0,1,5,Sudeste,Medio,0,A,0.013
3572,0,0,-8.1,5,0.964,20.0,4.0,0,1,Nordeste,Medio,0,C,0.0002
3573,1,1,8.1,0,0.473,3.0,4.0,1,5,Sudeste,Micro,0,A,0.3187
3574,0,0,60.0,4,1.045,3.0,7.0,0,2,Sudeste,Medio,0,C,0.0008
3575,0,0,-4.5,6,1.187,0.2,5.0,1,0,Sudeste,Micro,0,B,0.0117
3576,0,0,52.1,0,0.771,3.7,8.0,1,0,Centro-Oeste,Micro,1,B,0.0009
3577,0,1,-34.6,2,,0.7,4.0,0,4,Nordeste,Medio,0,A,0.6121
3578,0,0,33.7,3,1.059,3.7,6.0,1,2,Centro-Oeste,Micro,0,B,0.0043
3579,0,0,-7.2,5,1.125,1.0,7.0,0,0,Sudeste,Medio,0,B,0.0024
3580,1,1,-54.3,3,0.725,2.7,4.0,1,2,Centro-Oeste,Micro,0,A,0.7541
3581,0,1,3.6,0,0.694,3.9,5.0,1,6,Sul,Micro,0,A,0.1171
3582,0,0,19.2,5,1.347,12.5,6.0,1,4,Nordeste,Micro,0,C,0.0009
3583,0,0,7.2,4,0.922,20.0,8.0,0,4,Sudeste,Grande,0,B,0.0002
3584,0,0,-24.3,8,1.383,14.5,8.0,1,1,Sudeste,Medio,1,B,0.0007
3585,0,1,9.0,1,0.656,0.9,4.0,0,2,Sudeste,Medio,0,A,0.0456
3586,0,0,30.4,2,1.164,4.1,5.0,1,2,Centro-Oeste,Micro,0,B,0.0016
3587,0,0,-27.8,3,0.921,4.5,5.0,0,3,Sul,Micro,0,B,0.0271
3588,0,0,13.1,2,0.956,3.9,4.0,0,1,Centro-Oeste,Grande,0,B,0.0053
3589,0,0,19.6,3,0.91,6.1,8.0,0,1,Sudeste,Micro,0,B,0.0015
3590,0,0,-14.2,9,1.21,2.7,6.0,0,2,Centro-Oeste,Micro,0,B,0.0008
3591,0,0,28.7,6,1.409,5.5,6.0,1,2,Norte,Medio,0,B,0.0006
3592,0,1,32.6,1,0.803,1.6,7.0,0,4,Norte,Micro,0,A,0.0319
3593,0,0,30.1,4,0.82,1.5,8.0,1,2,Sudeste,Medio,0,C,0.0026
3594,0,0,43.6,3,1.188,9.0,8.0,0,1,Sudeste,Medio,0,B,0.0003
3595,0,1,0.6,3,1.105,1.2,7.0,1,4,Sul,Micro,0,A,0.2075
3596,0,0,-14.1,5,1.242,3.9,7.0,1,1,Norte,Micro,0,B,0.0097
3597,0,0,25.3,6,0.746,0.2,7.0,0,0,Sudeste,Micro,0,C,0.0017
3598,0,1,-43.7,3,0.646,2.7,2.0,0,1,Sudeste,Grande,0,A,0.2007
3599,0,1,-28.0,2,0.601,3.0,4.0,0,2,Sudeste,Medio,0,A,0.4163
3600,0,0,3.2,3,1.063,2.7,6.0,0,0,Sul,Micro,0,B,0.0026
3601,0,1,-25.1,0,0.906,4.2,3.0,1,2,Centro-Oeste,Micro,0,A,0.2215
3602,0,0,-7.8,1,1.295,2.8,7.0,1,2,Sul,Medio,0,C,0.0356
3603,0,1,-23.0,0,0.868,5.5,3.0,1,3,Centro-Oeste,Medio,0,A,0.1561
3604,0,0,5.6,2,1.383,10.9,7.0,0,1,Sudeste,Micro,0,B,0.0027
3605,0,1,7.8,2,1.187,5.6,4.0,1,3,Sul,Micro,0,A,0.0307
3606,1,1,-9.4,0,1.096,5.0,7.0,1,0,Sudeste,Micro,0,A,0.071
3607,0,0,27.9,5,0.902,0.2,6.0,1,2,Sul,Medio,0,C,0.0112
3608,0,0,3.3,7,1.203,1.9,8.0,0,0,Sudeste,Grande,0,B,0.0012
3609,0,1,1.4,0,0.901,6.8,7.0,0,0,Centro-Oeste,Micro,0,A,0.0157
3610,1,1,-56.5,1,1.197,3.1,5.0,1,3,Sul,Medio,0,A,0.5851
3611,0,0,-17.6,6,1.74,0.2,6.0,1,1,Norte,Micro,0,B,0.0147
3612,0,0,28.2,6,0.967,1.3,6.0,1,2,Sul,Micro,0,B,0.0031
3613,0,0,-3.9,4,1.102,2.0,7.0,1,0,Sudeste,Micro,0,C,0.0173
3614,0,0,10.2,7,1.083,0.2,6.0,0,0,Centro-Oeste,Medio,0,C,0.001
3615,0,0,-38.7,5,1.324,4.7,10.0,0,1,Sudeste,Medio,0,B,0.0038
3616,0,0,0.4,6,1.034,4.2,,0,2,Sul,Medio,0,B,0.0023
3617,0,0,-17.0,5,1.214,0.5,7.0,0,2,Sudeste,Micro,0,B,0.0038
3618,0,0,-5.6,2,1.071,4.5,8.0,0,3,Sudeste,Micro,0,B,0.0047
3619,0,1,-15.5,3,0.461,3.1,5.0,0,4,Norte,Micro,0,A,0.1855
3620,0,1,-16.0,2,0.789,3.3,6.0,1,3,Sudeste,Medio,1,A,0.1852
3621,0,1,-22.8,5,0.841,0.8,6.0,1,3,Norte,Micro,0,A,0.0502
3622,0,1,0.1,4,0.855,0.9,3.0,1,3,Nordeste,Medio,0,A,0.2825
3623,0,1,-26.8,1,1.025,1.6,2.0,0,6,Sudeste,Micro,1,A,0.5226
3624,0,0,2.7,5,0.977,0.3,5.0,0,1,Nordeste,Micro,0,B,0.0022
3625,0,0,-15.9,3,0.837,1.8,6.0,0,1,Sudeste,Medio,0,C,0.0115
3626,0,0,32.3,3,1.383,1.9,6.0,1,2,Nordeste,Micro,0,B,0.0064
3627,0,1,-34.2,4,0.699,4.8,2.0,1,0,Sul,Micro,0,A,0.2233
3628,1,1,-46.2,1,0.843,4.1,6.0,1,1,Centro-Oeste,Micro,0,A,0.5333
3629,0,0,-16.3,4,1.086,6.9,7.0,1,0,Sudeste,Medio,0,B,0.0208
3630,1,1,-14.1,1,,1.0,4.0,1,5,Sudeste,Medio,0,A,0.5198
3631,0,0,6.1,2,1.394,1.9,6.0,0,3,Centro-Oeste,Micro,0,B,0.0047
3632,0,0,3.5,6,1.137,1.8,8.0,1,0,Centro-Oeste,Medio,0,C,0.0036
3633,0,1,2.1,1,0.938,1.0,3.0,1,1,Sul,Micro,0,A,0.4352
3634,1,1,-37.7,1,1.081,4.7,3.0,1,3,Sul,Micro,0,A,0.2572
3635,0,0,17.9,6,1.044,7.5,8.0,0,3,Centro-Oeste,Micro,0,B,0.0002
3636,0,0,9.9,3,1.205,18.4,,0,0,Centro-Oeste,Grande,0,C,0.0003
3637,0,0,16.2,3,1.113,5.9,,0,2,Nordeste,Micro,0,B,0.003
3638,0,0,10.3,4,1.25,2.6,6.0,1,0,Norte,Micro,0,C,0.0115
3639,0,1,-33.0,3,0.725,9.5,6.0,0,6,Nordeste,Micro,1,A,0.0331
3640,0,0,-36.5,3,1.423,3.4,6.0,0,0,Centro-Oeste,Micro,0,C,0.0155
3641,0,1,-1.8,1,0.557,1.8,7.0,1,1,Sudeste,Medio,0,A,0.2166
3642,0,1,-18.2,1,1.11,1.9,6.0,1,2,Sul,Micro,0,A,0.1908
3643,0,0,10.4,1,1.398,3.1,6.0,1,1,Norte,Micro,1,C,0.0103
3644,0,0,7.4,4,1.145,1.8,5.0,0,1,Centro-Oeste,Medio,0,C,0.0038
3645,1,1,-47.6,1,0.791,0.2,5.0,1,3,Sul,Micro,0,A,0.4794
3646,0,1,-13.5,1,1.108,2.1,1.0,0,3,Sudeste,Medio,0,A,0.3841
3647,0,1,-17.4,5,1.013,2.1,5.0,1,3,Nordeste,Medio,1,A,0.2723
3648,0,1,-19.4,2,0.623,6.1,1.0,1,3,Sudeste,Micro,0,A,0.1798
3649,1,1,16.3,1,0.928,1.9,6.0,1,2,Sudeste,Medio,0,A,0.1083
3650,0,0,10.4,4,1.021,3.8,,1,3,Sudeste,Micro,0,C,0.0065
3651,0,0,5.5,6,1.17,0.2,7.0,1,2,Sul,Medio,0,B,0.0026
3652,0,0,5.0,3,1.208,0.2,5.0,1,0,Sudeste,Micro,0,B,0.0139
3653,0,0,-13.4,5,0.899,4.7,6.0,0,1,Sudeste,Micro,0,B,0.0053
3654,0,0,10.8,3,0.766,1.8,7.0,0,0,Sul,Medio,0,B,0.0128
3655,0,0,13.4,5,0.948,6.8,7.0,1,0,Norte,Grande,0,C,0.0006
3656,0,0,-5.2,6,1.35,11.3,7.0,1,1,Sudeste,Grande,0,B,0.002
3657,1,1,-3.1,0,0.834,1.6,6.0,1,1,Norte,Medio,0,A,0.4225
3658,0,0,17.7,6,1.356,6.4,6.0,0,3,Norte,Micro,0,B,0.0002
3659,0,0,5.7,4,1.464,3.6,6.0,1,1,Sul,Micro,0,B,0.0028
3660,0,0,24.6,5,1.105,0.6,7.0,0,0,Centro-Oeste,Micro,0,C,0.0008
3661,0,0,0.3,3,1.183,5.3,7.0,0,2,Sudeste,Medio,0,C,0.0126
3662,0,0,24.0,6,1.261,4.7,6.0,0,1,Nordeste,Micro,0,B,0.0004
3663,0,0,-1.8,6,0.628,3.6,8.0,1,1,Sul,Grande,0,B,0.0105
3664,0,1,13.6,0,0.664,0.2,2.0,1,3,Centro-Oeste,Micro,0,A,0.1649
3665,0,0,-3.7,7,1.066,3.7,7.0,0,2,Centro-Oeste,Micro,0,B,0.0015
3666,0,1,-21.1,2,1.046,2.1,3.0,0,3,Sudeste,Micro,0,A,0.3474
3667,0,1,-35.3,1,0.485,2.0,4.0,1,0,Sul,Grande,0,A,0.3128
3668,1,1,-7.0,1,0.971,7.9,6.0,1,4,Centro-Oeste,Medio,0,A,0.045
3669,0,0,-14.7,3,0.96,3.2,8.0,0,2,Centro-Oeste,Medio,0,B,0.0182
3670,0,1,-20.3,3,0.925,4.7,6.0,1,4,Sudeste,Micro,1,A,0.2156
3671,0,0,-19.6,2,0.992,4.5,5.0,1,1,Centro-Oeste,Medio,0,C,0.0604
3672,0,1,-7.3,1,0.748,2.0,4.0,1,0,Sudeste,Micro,0,A,0.0847
3673,0,0,19.8,2,0.968,3.2,6.0,0,0,Centro-Oeste,Grande,0,C,0.001
3674,0,0,10.5,1,0.994,0.5,8.0,1,0,Sul,Medio,0,B,0.0087
3675,0,1,-28.6,1,1.073,2.1,1.0,1,5,Nordeste,Micro,0,A,0.2322
3676,0,0,21.9,8,0.848,0.4,7.0,0,1,Sudeste,Medio,0,B,0.0005
3677,0,0,-10.8,4,0.769,5.7,6.0,0,2,Sudeste,Medio,0,B,0.0031
3678,0,0,-6.9,7,0.814,7.8,6.0,1,2,Sul,Micro,0,B,0.0117
3679,0,0,21.8,7,0.959,16.4,4.0,0,1,Sul,Grande,0,B,0.0001
3680,0,0,18.9,7,1.048,0.8,7.0,0,0,Sudeste,Micro,0,B,0.001
3681,0,0,19.0,6,1.112,3.8,7.0,0,1,Sudeste,Micro,0,B,0.0008
3682,0,0,54.0,2,1.049,4.2,7.0,1,3,Norte,Micro,0,C,0.0017
3683,0,1,-14.6,2,0.665,0.3,4.0,0,2,Sul,Micro,0,A,0.1909
3684,0,0,0.0,7,,4.9,5.0,0,4,Sudeste,Medio,0,B,0.003
3685,1,1,-20.8,0,0.937,2.1,2.0,0,3,Sudeste,Micro,0,A,0.5716
3686,1,0,-34.0,3,0.906,2.9,8.0,1,2,Sul,Medio,0,B,0.1249
3687,0,0,15.7,10,1.072,5.3,5.0,1,5,Sul,Micro,0,B,0.0014
3688,1,1,10.3,1,1.041,0.7,4.0,1,4,Sudeste,Grande,0,A,0.1436
3689,0,1,-24.9,0,0.683,1.9,1.0,1,4,Sudeste,Medio,1,A,0.4425
3690,0,1,8.2,4,0.755,8.1,5.0,1,4,Sudeste,Medio,0,A,0.0617
3691,0,0,-11.4,4,0.979,15.1,6.0,1,0,Sudeste,Micro,0,B,0.0038
3692,0,0,-7.5,9,,0.3,7.0,0,1,Sudeste,Micro,0,B,0.0034
3693,0,0,-7.6,5,1.167,20.0,4.0,0,2,Sul,Micro,0,C,0.0013
3694,0,0,-21.3,8,0.93,9.8,5.0,0,1,Sudeste,Medio,1,B,0.0058
3695,0,1,11.2,0,1.275,4.9,5.0,0,2,Nordeste,Grande,0,A,0.0505
3696,0,0,18.3,5,0.856,6.6,4.0,1,2,Sudeste,Micro,0,C,0.0013
3697,0,0,20.4,3,1.07,0.4,8.0,0,0,Centro-Oeste,Micro,0,B,0.0019
3698,0,0,-6.5,3,1.339,0.2,4.0,1,1,Sudeste,Grande,0,B,0.0136
3699,0,1,-2.1,2,0.778,1.0,5.0,0,2,Norte,Micro,1,A,0.0832
3700,0,0,-2.2,4,1.003,0.5,8.0,1,0,Norte,Medio,1,B,0.0119
3701,0,0,-1.2,2,1.171,4.0,6.0,0,1,Sudeste,Medio,0,C,0.0045
3702,0,0,29.4,7,1.111,1.2,5.0,0,1,Nordeste,Grande,0,B,0.0012
3703,0,1,-34.9,3,0.623,2.5,5.0,0,4,Sul,Micro,0,A,0.2815
3704,0,0,-12.0,6,1.23,3.0,7.0,0,2,Sul,Micro,0,B,0.0078
3705,0,0,-14.3,2,0.894,5.9,8.0,0,2,Norte,Medio,0,C,0.0078
3706,0,1,-20.9,2,0.5,3.5,5.0,1,2,Norte,Grande,0,A,0.0863
3707,0,0,49.2,6,1.121,1.9,5.0,1,1,Sul,Micro,0,B,0.0007
3708,0,0,2.8,2,0.887,1.4,7.0,0,1,Sudeste,Micro,0,C,0.0104
3709,1,1,-44.0,1,,3.3,4.0,1,3,Sul,Medio,0,A,0.4914
3710,0,0,-4.5,5,1.165,8.0,8.0,0,1,Sudeste,Grande,0,B,0.0024
3711,0,0,-1.3,9,1.122,4.4,7.0,0,0,Norte,Grande,1,B,0.0011
3712,0,0,8.9,3,1.77,1.5,6.0,1,0,Sudeste,Grande,0,B,0.0086
3713,0,1,-10.7,2,1.135,1.4,5.0,1,4,Sudeste,Micro,0,A,0.0674
3714,1,1,-59.9,0,0.936,5.8,3.0,1,2,Sudeste,Micro,0,A,0.4933
3715,0,0,-16.5,4,1.193,6.0,9.0,0,0,Sul,Medio,0,B,0.0127
3716,1,1,-44.0,2,0.993,1.3,3.0,1,3,Sudeste,Medio,0,A,0.3508
3717,0,0,28.4,2,1.086,6.6,7.0,1,2,Centro-Oeste,Micro,0,B,0.0015
3718,0,1,-38.3,1,0.796,0.9,5.0,0,2,Nordeste,Micro,0,A,0.5917
3719,0,1,-12.4,0,0.805,2.0,6.0,1,4,Norte,Medio,0,A,0.1715
3720,0,0,17.3,3,0.983,2.9,7.0,0,1,Sul,Micro,0,C,0.0023
3721,0,0,-2.1,2,1.533,0.8,5.0,0,0,Nordeste,Micro,0,B,0.0113
3722,0,0,-40.6,4,0.865,8.2,,0,1,Norte,Medio,0,C,0.0104
3723,0,1,5.4,0,1.03,0.5,1.0,1,4,Norte,Medio,0,A,0.1426
3724,0,0,34.2,8,1.267,0.4,10.0,0,2,Sudeste,Medio,0,B,0.0001
3725,0,1,-18.4,3,0.971,1.7,4.0,0,5,Sudeste,Micro,1,A,0.0693
3726,0,0,-5.7,6,,1.7,6.0,1,1,Sudeste,Medio,0,C,0.0042
3727,0,0,43.9,7,0.893,0.3,9.0,0,0,Sul,Medio,0,C,0.0007
3728,1,1,-32.3,2,0.92,1.0,3.0,0,5,Sudeste,Medio,1,A,0.6792
3729,0,0,23.9,2,1.19,3.3,7.0,1,1,Sudeste,Medio,0,C,0.0065
3730,1,1,-47.9,0,1.34,4.1,6.0,1,4,Sudeste,Micro,1,A,0.7367
3731,0,0,17.2,3,1.235,6.3,7.0,1,2,Centro-Oeste,Micro,0,B,0.0026
3732,0,0,-18.0,4,1.156,10.9,6.0,1,0,Sudeste,Micro,0,C,0.0093
3733,0,0,15.6,1,1.097,0.2,6.0,0,0,Sul,Micro,0,C,0.005
3734,0,0,8.1,9,1.006,5.8,6.0,1,0,Nordeste,Medio,0,C,0.0016
3735,0,1,-25.3,1,0.881,11.1,,1,3,Nordeste,Grande,0,A,0.0844
3736,0,1,-25.9,0,0.959,7.6,4.0,1,4,Norte,Medio,1,A,0.2764
3737,0,1,3.7,2,0.656,2.1,3.0,1,5,Nordeste,Medio,0,A,0.397
3738,0,0,6.3,7,0.989,0.5,8.0,1,2,Sudeste,Micro,0,B,0.0048
3739,0,0,15.9,9,0.899,6.9,5.0,0,0,Nordeste,Micro,0,C,0.0005
3740,0,1,38.9,2,0.929,3.2,2.0,1,4,Sul,Micro,0,A,0.1045
3741,0,0,-17.0,8,1.339,0.6,6.0,0,4,Sudeste,Micro,0,B,0.0045
3742,1,1,-33.4,1,0.226,8.0,5.0,1,3,Sudeste,Micro,0,A,0.5903
3743,0,1,-51.0,0,0.75,2.3,5.0,1,2,Sul,Medio,0,A,0.7069
3744,0,0,-26.0,3,,2.1,4.0,0,1,Sul,Grande,0,B,0.0076
3745,0,0,46.1,3,1.256,5.9,8.0,0,0,Centro-Oeste,Micro,0,B,0.0006
3746,0,0,-0.4,5,,0.2,6.0,1,1,Norte,Micro,0,C,0.0141
3747,0,1,-70.7,1,0.559,3.3,5.0,1,2,Sudeste,Medio,0,A,0.6151
3748,0,0,2.3,5,1.285,4.0,5.0,1,1,Sul,Micro,0,C,0.0046
3749,0,1,-27.9,4,0.807,1.2,2.0,1,7,Norte,Medio,0,A,0.5957
3750,1,1,-39.0,1,0.989,0.4,4.0,1,2,Centro-Oeste,Medio,0,A,0.5381
3751,0,0,-0.8,5,1.586,4.1,6.0,1,0,Sudeste,Grande,0,B,0.0017
3752,0,0,11.2,2,0.803,9.7,7.0,0,2,Centro-Oeste,Micro,0,C,0.0018
3753,0,1,-26.2,0,1.14,14.7,7.0,0,0,Sudeste,Medio,0,A,0.0333
3754,1,1,-1.0,1,0.756,2.4,1.0,1,2,Sudeste,Medio,0,A,0.2052
3755,0,0,6.8,4,1.364,4.4,6.0,0,2,Nordeste,Medio,0,B,0.0015
3756,0,1,-17.7,1,0.69,1.0,7.0,1,4,Sudeste,Micro,0,A,0.1637
3757,0,0,4.2,4,0.874,12.2,4.0,0,2,Sudeste,Micro,0,C,0.0044
3758,0,0,-16.7,4,1.255,5.7,5.0,1,1,Nordeste,Medio,0,B,0.0045
3759,0,1,-41.9,2,0.454,3.0,9.0,1,7,Centro-Oeste,Medio,0,A,0.5816
3760,0,0,10.4,5,0.92,20.0,5.0,1,0,Sul,Medio,0,B,0.0008
3761,0,0,-7.2,6,0.921,0.4,6.0,0,0,Sul,Medio,0,B,0.004
3762,1,1,-6.0,2,0.67,2.5,4.0,1,1,Sul,Medio,1,A,0.5357
3763,0,0,1.3,8,1.225,1.4,6.0,0,1,Centro-Oeste,Micro,0,B,0.0015
3764,0,1,-33.5,2,0.934,6.2,3.0,1,1,Sudeste,Medio,0,A,0.4046
3765,0,0,13.2,1,1.064,8.2,7.0,1,0,Sul,Medio,0,B,0.0031
3766,0,1,-17.5,1,0.647,8.8,4.0,0,4,Nordeste,Grande,0,A,0.0648
3767,0,0,-25.1,6,,3.0,6.0,0,4,Sudeste,Grande,1,C,0.0192
3768,0,1,-54.4,2,0.533,8.9,2.0,1,1,Sudeste,Micro,0,A,0.2484
3769,0,1,-6.6,1,0.532,4.5,4.0,1,4,Sudeste,Medio,0,A,0.1491
3770,0,0,-6.9,6,0.923,5.7,8.0,1,2,Centro-Oeste,Micro,0,C,0.0022
3771,1,1,-15.0,5,,1.4,4.0,1,2,Sul,Micro,0,A,0.3637
3772,0,0,12.6,1,1.109,4.7,7.0,0,1,Sudeste,Medio,0,B,0.0119
3773,0,1,6.1,3,0.939,0.2,2.0,1,2,Norte,Micro,0,A,0.0971
3774,0,1,15.0,1,0.811,0.5,4.0,1,2,Sudeste,Medio,0,A,0.2497
3775,0,0,-14.9,5,0.834,5.1,6.0,0,0,Sudeste,Micro,0,C,0.0098
3776,0,0,5.0,5,0.977,10.9,6.0,0,1,Sudeste,Micro,0,B,0.0004
3777,0,1,-20.5,2,1.011,1.4,1.0,1,2,Sul,Medio,0,A,0.2617
3778,0,0,38.4,3,1.336,1.4,5.0,0,3,Sul,Medio,0,B,0.0055
3779,0,0,-20.8,9,0.812,15.3,7.0,0,2,Sudeste,Grande,0,B,0.0002
3780,0,0,36.7,6,1.176,0.7,5.0,0,1,Sul,Medio,0,C,0.0012
3781,0,1,-6.7,1,0.627,9.3,4.0,1,4,Sul,Medio,0,A,0.0633
3782,0,0,-3.0,2,1.339,2.7,8.0,0,1,Norte,Micro,0,B,0.0058
3783,0,0,25.4,5,1.351,4.5,7.0,1,1,Nordeste,Micro,0,B,0.003
3784,1,0,0.5,2,0.53,4.6,6.0,1,2,Norte,Micro,1,B,0.0101
3785,0,0,-24.3,4,0.871,1.7,6.0,1,0,Norte,Medio,0,B,0.0153
3786,0,1,-15.6,2,0.9,0.6,3.0,1,5,Sudeste,Medio,0,A,0.6191
3787,0,0,2.7,3,0.587,12.3,9.0,1,2,Nordeste,Micro,0,B,0.0012
3788,0,0,-1.7,6,1.401,2.5,5.0,0,0,Sul,Medio,0,B,0.0074
3789,0,0,-7.8,5,1.164,2.8,9.0,0,1,Nordeste,Medio,0,C,0.0101
3790,0,1,-5.7,1,0.464,0.5,2.0,1,2,Nordeste,Micro,0,A,0.2282
3791,0,0,7.7,5,1.294,5.4,9.0,0,1,Centro-Oeste,Micro,0,B,0.0022
3792,0,0,-1.5,5,1.296,2.4,7.0,0,0,Nordeste,Grande,0,C,0.0009
3793,0,0,-4.1,7,1.202,2.7,8.0,0,2,Sudeste,Medio,0,B,0.0015
3794,0,0,-1.2,3,1.17,2.1,5.0,0,1,Sudeste,Grande,0,C,0.0147
3795,0,0,-3.7,3,1.26,1.3,5.0,1,1,Sudeste,Micro,0,C,0.0206
3796,0,1,-26.1,3,0.558,1.3,2.0,0,2,Sudeste,Grande,0,A,0.2717
3797,0,0,22.5,4,1.109,5.8,7.0,1,0,Sul,Micro,0,B,0.0019
3798,0,1,-25.4,0,0.62,1.9,5.0,1,6,Centro-Oeste,Micro,0,A,0.3908
3799,0,0,11.1,4,1.313,7.5,3.0,1,2,Nordeste,Grande,0,B,0.0036
3800,0,1,-25.7,3,0.788,3.9,5.0,0,2,Sul,Micro,0,A,0.0854
3801,0,0,-27.5,2,0.565,7.2,5.0,1,2,Norte,Medio,0,B,0.1472
3802,0,0,12.4,3,0.726,0.2,7.0,0,3,Nordeste,Micro,0,B,0.0136
3803,0,0,-6.3,2,1.046,3.2,6.0,1,2,Nordeste,Medio,0,B,0.0111
3804,0,1,-4.7,1,,1.2,6.0,1,3,Nordeste,Grande,0,A,0.2694
3805,0,0,41.1,9,0.94,5.0,10.0,0,1,Sudeste,Micro,0,C,0.0001
3806,1,1,-31.2,2,0.615,1.9,0.0,1,5,Nordeste,Medio,1,A,0.5265
3807,0,1,0.1,2,0.597,1.8,6.0,0,3,Centro-Oeste,Micro,1,A,0.0394
3808,1,1,-26.2,4,0.862,1.6,0.0,1,6,Sul,Medio,0,A,0.7389
3809,0,0,1.8,4,1.215,4.2,8.0,0,3,Sudeste,Micro,0,C,0.003
3810,0,0,15.6,3,1.108,8.0,5.0,1,0,Centro-Oeste,Micro,0,C,0.0023
3811,0,0,-31.3,3,1.196,19.7,5.0,0,0,Sudeste,Micro,0,B,0.0017
3812,0,0,-26.5,4,1.064,6.1,8.0,1,0,Centro-Oeste,Micro,1,C,0.0167
3813,0,1,-16.9,6,0.44,2.4,3.0,0,2,Centro-Oeste,Grande,0,A,0.0252
3814,0,0,-44.4,5,1.379,0.2,,0,2,Sul,Micro,0,C,0.0446
3815,1,1,3.7,1,1.095,3.0,5.0,1,1,Sudeste,Micro,1,A,0.0764
3816,0,1,8.7,1,0.917,1.2,8.0,1,2,Norte,Micro,0,A,0.0446
3817,1,1,-10.9,2,0.509,0.4,8.0,0,4,Sudeste,Micro,0,A,0.1664
3818,0,0,5.4,1,0.726,2.9,7.0,1,1,Sul,Medio,0,B,0.0276
3819,0,0,30.2,5,0.888,16.1,8.0,0,1,Sul,Grande,0,C,0.0
3820,0,1,-27.3,0,1.253,1.1,5.0,1,4,Sudeste,Micro,0,A,0.3881
3821,0,0,0.5,10,1.132,6.8,6.0,0,0,Nordeste,Grande,1,C,0.0003
3822,0,0,5.3,7,,2.7,10.0,1,1,Sudeste,Medio,0,B,0.0013
3823,0,1,-34.6,2,0.808,6.4,,1,3,Centro-Oeste,Micro,0,A,0.1437
3824,0,0,33.8,2,0.965,8.1,8.0,0,1,Sudeste,Medio,0,B,0.0003
3825,0,0,33.2,2,,1.8,6.0,1,1,Sudeste,Medio,0,B,0.0032
3826,0,0,-10.8,5,1.071,0.5,9.0,0,3,Norte,Medio,0,C,0.0037
3827,0,0,-7.0,6,0.923,3.7,8.0,0,3,Centro-Oeste,Grande,0,B,0.002
3828,0,0,1.0,7,0.784,3.8,9.0,1,1,Sul,Micro,0,B,0.0012
3829,0,1,6.0,2,0.804,1.9,4.0,1,4,Sudeste,Grande,1,A,0.2343
3830,0,0,0.9,5,0.881,17.3,5.0,0,0,Sul,Medio,1,B,0.0003
3831,0,0,11.1,10,1.288,0.3,7.0,1,1,Sudeste,Medio,0,C,0.0007
3832,0,1,-39.3,3,0.888,2.4,6.0,1,5,Centro-Oeste,Medio,0,A,0.1672
3833,0,0,38.4,6,1.027,5.7,6.0,1,1,Sul,Micro,0,C,0.001
3834,0,0,-15.4,5,0.892,20.0,7.0,1,3,Sudeste,Grande,0,B,0.0004
3835,0,1,-26.2,2,0.93,3.7,5.0,1,1,Sudeste,Medio,0,A,0.4947
3836,0,0,-26.1,4,1.209,6.2,7.0,1,2,Nordeste,Micro,0,C,0.0057
3837,0,0,32.7,1,0.95,3.7,7.0,0,0,Nordeste,Micro,0,B,0.0019
3838,0,1,-18.6,2,0.859,1.3,2.0,1,4,Sul,Medio,0,A,0.5445
3839,0,1,17.6,1,0.591,3.7,5.0,1,2,Norte,Micro,0,A,0.0223
3840,0,1,-37.6,0,0.816,7.7,6.0,1,3,Sudeste,Micro,1,A,0.1602
3841,0,0,29.0,6,0.87,6.5,7.0,1,3,Sudeste,Medio,0,C,0.0009
3842,0,0,15.9,5,0.942,5.0,5.0,0,0,Centro-Oeste,Micro,0,B,0.0012
3843,0,0,-7.9,3,1.24,6.3,5.0,0,1,Nordeste,Micro,0,C,0.0018
3844,0,1,-31.2,2,1.04,0.6,8.0,0,1,Nordeste,Micro,0,A,0.1406
3845,0,1,-7.0,0,0.474,1.8,4.0,1,3,Sudeste,Micro,0,A,0.1645
3846,0,1,-18.8,1,0.746,2.3,5.0,1,2,Sudeste,Medio,0,A,0.309
3847,0,0,-5.7,1,1.199,0.9,5.0,0,1,Norte,Medio,0,B,0.0228
3848,0,0,43.0,6,0.82,0.9,7.0,0,2,Sudeste,Micro,0,C,0.0006
3849,0,0,8.9,3,0.963,11.1,7.0,0,1,Sudeste,Micro,0,B,0.0005
3850,0,1,-25.5,1,0.9,8.4,5.0,1,3,Sudeste,Medio,0,A,0.228
3851,0,0,-13.6,3,0.931,8.1,6.0,0,0,Centro-Oeste,Micro,0,C,0.0017
3852,0,0,-2.4,4,0.757,1.3,7.0,0,0,Sudeste,Micro,0,C,0.0049
3853,1,1,-60.9,0,0.706,1.4,6.0,1,2,Sul,Micro,0,A,0.9305
