id_cliente,recencia_dias,freq_compras_ano,valor_total_ano,var_compras_ano_ant,ticket_medio,num_produtos_distintos,nps_score,canal_digital,segmento_A,segmento,porte,regiao
3245,29,22,105362.51,35.7,3398.32,3,8,0,0,C,Grande,Norte
3246,80,3,5086.72,13.5,981.09,1,5,1,1,A,Micro,Sudeste
3247,18,13,44786.75,10.0,2004.93,7,8,0,0,C,Medio,Sul
3248,25,17,58390.49,12.6,2676.73,5,9,0,0,C,Micro,Norte
3249,85,4,4735.98,15.2,3067.73,1,4,1,1,A,Micro,Sudeste
3250,24,19,59080.49,3.0,3462.94,9,8,0,0,C,Medio,Sul
3251,106,8,10281.99,-32.7,976.22,2,5,1,1,A,Grande,Sul
3252,21,21,63807.51,29.1,1867.48,7,7,1,0,C,Medio,Nordeste
3253,15,13,50689.59,4.7,4803.18,6,6,1,0,C,Grande,Centro-Oeste
3254,19,18,75689.32,-10.5,4272.74,4,6,1,0,B,Medio,Norte
3255,25,17,179613.88,26.8,1525.77,6,5,0,0,B,Medio,Nordeste
3256,104,4,2662.56,6.4,751.29,1,5,1,1,A,Micro,Sudeste
3257,21,14,39700.33,7.1,1898.78,2,7,1,0,B,Medio,Sudeste
3258,80,3,3086.22,-15.2,912.07,2,2,1,1,A,Micro,Sudeste
3259,24,10,13274.62,-4.5,1031.31,3,7,0,0,C,Grande,Sudeste
3260,25,19,76526.04,22.7,9144.39,4,4,1,0,B,Grande,Sudeste
3261,23,15,37959.44,0.4,1156.0,7,6,1,0,C,Grande,Norte
3262,95,7,9855.4,-26.2,446.78,2,2,0,1,A,Medio,Centro-Oeste
3263,27,13,38426.34,-6.6,1726.67,5,5,1,0,C,Medio,Nordeste
3264,20,15,43697.07,34.7,2505.68,7,7,1,0,C,Medio,Sudeste
3265,35,20,52464.57,23.6,990.16,8,4,1,0,C,Micro,Centro-Oeste
3266,67,8,11383.1,-38.7,523.32,2,2,1,1,A,Medio,Centro-Oeste
3267,82,8,10825.85,10.9,1133.49,2,6,0,1,A,Micro,Sudeste
3268,81,4,4684.8,-60.9,808.66,1,6,0,1,A,Medio,Centro-Oeste
3269,17,24,57132.73,14.6,3508.19,7,9,0,0,B,Micro,Sudeste
3270,29,18,45096.84,31.9,2632.66,5,7,0,0,B,Micro,Sudeste
3271,21,16,29117.99,3.2,2803.7,5,7,0,0,C,Micro,Sul
3272,20,6,24738.51,-2.4,1841.84,4,5,1,0,B,Micro,Sudeste
3273,87,6,5131.19,-19.4,521.85,2,1,1,1,A,Medio,Sudeste
3274,28,10,22764.81,18.9,3390.43,8,5,0,0,B,Micro,Centro-Oeste
3275,21,16,44230.64,26.7,2484.55,4,5,0,0,C,Medio,Nordeste
3276,23,17,40240.13,27.7,2328.16,12,7,1,0,C,Micro,Centro-Oeste
3277,12,12,20997.99,12.9,3012.14,3,8,0,0,C,Medio,Centro-Oeste
3278,31,13,34424.02,5.7,4525.08,5,7,0,0,B,Medio,Sudeste
3279,23,18,26665.86,-2.9,2833.9,11,5,0,0,B,Medio,Centro-Oeste
3280,24,20,56791.34,-10.9,3264.09,7,7,0,0,C,Medio,Sul
3281,27,11,25078.51,33.8,2003.95,8,4,0,0,B,Micro,Sudeste
3282,98,9,8002.98,-0.2,650.11,2,2,1,1,A,Medio,Sudeste
3283,86,1,1099.72,-15.0,864.16,1,5,1,1,A,Micro,Sudeste
3284,87,4,7417.99,-3.3,2772.57,1,7,1,1,A,Medio,Sul
3285,26,12,41117.15,31.1,4598.71,6,7,0,0,B,Medio,Sul
3286,94,4,6299.49,-14.9,1569.9,5,5,1,1,A,Micro,Sudeste
3287,85,1,659.92,-39.6,494.93,1,3,0,1,A,Medio,Nordeste
3288,94,4,4145.75,7.5,1454.02,1,5,1,1,A,Medio,Sudeste
3289,22,17,35087.07,20.6,2069.84,6,8,0,0,B,Micro,Sudeste
3290,32,11,55636.29,3.3,1408.95,5,4,0,0,B,Micro,Sul
3291,24,18,66721.17,14.3,7710.3,9,4,0,0,B,Micro,Centro-Oeste
3292,89,4,4769.7,-48.5,1636.51,5,3,1,1,A,Grande,Sudeste
3293,84,4,3636.81,-33.3,809.7,1,7,1,1,A,Medio,Sul
3294,24,17,51735.43,11.8,2433.94,3,8,1,0,B,Micro,Sudeste
3295,91,7,9357.06,-30.6,659.15,2,5,1,1,A,Micro,Sul
3296,96,5,7973.08,-24.8,1768.66,1,3,1,1,A,Medio,Sul
3297,96,6,5124.74,19.8,1199.33,2,7,0,1,A,Grande,Sul
3298,27,13,70569.91,41.3,2900.22,3,8,0,0,C,Micro,Sul
3299,23,14,45664.93,-4.8,2386.68,3,9,1,0,B,Micro,Sul
3300,74,8,8663.21,-26.0,1784.66,3,7,1,1,A,Grande,Sudeste
3301,92,5,4473.45,-35.6,1088.71,2,4,1,1,A,Micro,Norte
3302,28,16,113777.5,2.2,3634.31,6,6,0,0,C,Micro,Sudeste
3303,25,16,63390.51,28.3,2581.65,5,6,0,0,B,Grande,Sudeste
3304,24,14,44843.8,-9.2,2005.47,2,5,1,0,B,Medio,Sudeste
3305,24,12,26739.31,2.5,3151.35,7,7,0,0,B,Micro,Nordeste
3306,24,20,81615.34,62.4,4596.82,4,6,0,0,B,Micro,Sudeste
3307,26,16,55482.86,9.4,2604.66,8,5,0,0,B,Micro,Sul
3308,25,18,26351.01,-1.8,481.93,5,6,0,0,B,Micro,Centro-Oeste
3309,20,13,29693.99,15.4,1995.51,5,7,1,0,B,Grande,Sul
3310,89,8,22660.44,-26.2,3556.91,3,5,1,1,A,Micro,Sudeste
3311,26,12,42668.44,1.9,1403.74,3,4,1,0,C,Medio,Sudeste
3312,32,12,61979.1,-1.4,1273.34,4,6,1,0,B,Grande,Nordeste
3313,89,7,10207.12,-15.2,694.77,1,8,1,1,A,Micro,Sudeste
3314,23,19,81066.62,15.4,2807.5,3,5,0,0,C,Micro,Centro-Oeste
3315,25,10,25104.87,49.3,1534.9,6,6,0,0,C,Medio,Nordeste
3316,27,18,42280.64,-3.2,1871.75,7,7,0,0,C,Grande,Sul
3317,28,19,38625.91,-12.5,3941.61,4,7,0,0,C,Medio,Sudeste
3318,36,16,72144.08,-8.9,1000.66,2,7,1,0,C,Micro,Sudeste
3319,90,6,1741.83,-18.1,1706.09,1,3,1,1,A,Medio,Sudeste
3320,20,15,59152.35,40.2,1628.29,7,10,0,0,C,Medio,Sudeste
3321,23,28,65228.82,8.8,2772.81,10,8,0,0,C,Grande,Nordeste
3322,92,3,3089.15,-39.8,2423.62,2,1,1,1,A,Micro,Centro-Oeste
3323,82,5,4817.69,-11.5,465.21,1,2,1,1,A,Medio,Centro-Oeste
3324,17,13,58164.35,0.8,2782.26,2,7,0,0,C,Grande,Sudeste
3325,79,6,9002.86,-52.3,1059.03,1,5,1,1,A,Micro,Norte
3326,38,13,47420.42,-23.7,1897.1,7,7,0,0,C,Medio,Nordeste
3327,98,1,974.6,-11.5,832.19,1,8,1,1,A,Micro,Norte
3328,91,7,7518.46,-21.6,2703.17,2,6,0,1,A,Micro,Sul
3329,27,12,43893.61,8.5,4062.44,8,9,0,0,B,Micro,Centro-Oeste
3330,101,8,10298.87,-17.0,720.48,2,5,0,1,A,Grande,Sul
3331,28,13,28230.42,8.3,1103.18,2,7,0,0,B,Micro,Sudeste
3332,25,11,28785.55,52.3,846.24,6,7,1,0,B,Medio,Sul
3333,108,3,3017.12,-32.2,754.35,1,5,1,1,A,Medio,Centro-Oeste
3334,83,5,7003.52,-48.9,959.22,5,6,0,1,A,Micro,Centro-Oeste
3335,24,19,40144.12,13.7,2229.85,6,8,1,0,B,Medio,Sul
3336,89,4,4825.44,-5.8,534.66,4,5,0,1,A,Medio,Sudeste
3337,27,21,26579.92,40.9,2977.75,7,8,1,0,C,Grande,Sudeste
3338,20,20,95362.79,-6.6,2863.66,5,7,0,0,B,Medio,Sudeste
3339,99,6,13601.15,-21.4,970.53,1,2,1,1,A,Medio,Sul
3340,22,18,61334.45,-6.0,1750.17,4,9,1,0,B,Micro,Sudeste
3341,94,6,8662.14,-20.0,971.18,1,2,1,1,A,Grande,Centro-Oeste
3342,77,4,4150.83,-58.3,326.31,1,3,1,1,A,Micro,Sul
3343,102,1,612.23,-0.7,1084.26,4,6,1,1,A,Medio,Sul
3344,23,12,34856.03,19.5,2081.23,3,9,1,0,C,Micro,Sudeste
3345,24,11,24807.93,13.3,2309.84,10,8,0,0,C,Grande,Nordeste
3346,26,14,62827.55,27.8,2479.43,9,7,1,0,C,Medio,Centro-Oeste
3347,81,10,8603.45,-35.6,1492.48,2,5,1,1,A,Medio,Centro-Oeste
3348,82,7,13363.91,5.3,1068.86,1,3,1,1,A,Micro,Sudeste
3349,22,10,23323.01,-6.8,1574.8,5,5,0,0,B,Micro,Sudeste
3350,17,13,43356.17,25.1,3003.62,7,5,1,0,B,Medio,Sul
3351,30,14,13546.33,30.0,1706.22,5,10,1,0,C,Medio,Centro-Oeste
3352,93,2,2260.19,-9.7,972.3,2,4,1,1,A,Micro,Nordeste
3353,78,5,3682.31,-38.0,824.48,2,3,1,1,A,Grande,Centro-Oeste
3354,24,12,38138.18,-9.0,929.5,3,6,0,0,B,Grande,Nordeste
3355,33,15,69759.48,13.5,1766.61,8,8,0,0,C,Micro,Centro-Oeste
3356,20,16,56109.86,-19.0,2194.82,5,10,0,0,C,Medio,Sul
3357,25,10,35297.31,47.0,2477.73,5,6,1,0,B,Medio,Nordeste
3358,25,19,14738.17,-2.7,5889.68,6,6,1,0,C,Medio,Sul
3359,13,22,68822.98,8.8,2029.01,7,6,1,0,B,Micro,Sudeste
3360,23,11,18745.87,6.6,988.39,8,8,0,0,C,Medio,Sul
3361,23,18,74767.96,9.0,1225.3,4,8,0,0,C,Medio,Sul
3362,28,16,43367.51,37.1,3390.25,3,9,0,0,C,Micro,Sudeste
3363,89,5,5112.15,-57.1,778.28,1,6,1,1,A,Medio,Sudeste
3364,94,6,10786.34,-18.4,1130.74,3,3,1,1,A,Medio,Sudeste
3365,25,20,125889.49,11.4,1475.04,6,6,1,0,B,Medio,Sudeste
3366,35,12,46088.35,12.9,3303.11,6,5,1,0,B,Micro,Sul
3367,23,21,43103.36,-6.6,1542.23,7,9,1,0,C,Grande,Sul
3368,83,3,3255.42,-0.4,1894.7,4,4,1,1,A,Medio,Sudeste
3369,76,7,8954.38,-30.7,1228.71,2,4,0,1,A,Micro,Sudeste
3370,25,12,35457.88,2.3,3302.56,5,6,0,0,B,Micro,Centro-Oeste
3371,78,4,4055.27,-24.9,1790.68,3,4,0,1,A,Medio,Centro-Oeste
3372,84,11,8206.81,0.5,1222.21,1,2,1,1,A,Grande,Norte
3373,15,15,57315.92,-8.6,859.57,3,5,0,0,B,Micro,Centro-Oeste
3374,24,11,68754.05,18.2,2159.16,4,6,0,0,B,Medio,Sudeste
3375,82,5,6229.38,35.0,1825.26,3,3,1,1,A,Micro,Centro-Oeste
3376,26,25,163484.03,6.4,4366.9,1,7,1,0,C,Medio,Sudeste
3377,23,14,25766.15,1.8,1438.79,10,4,0,0,B,Grande,Sudeste
3378,26,13,37566.04,13.3,2548.34,6,7,1,0,C,Medio,Norte
3379,27,15,37310.75,21.6,3068.52,6,7,0,0,B,Micro,Sudeste
3380,92,2,3676.03,-44.4,706.39,1,6,1,1,A,Medio,Norte
3381,81,2,3417.46,-62.1,1088.87,1,7,1,1,A,Micro,Norte
3382,74,6,4806.57,-77.8,815.31,2,6,1,1,A,Micro,Norte
3383,26,12,26734.2,22.5,3569.86,7,5,1,0,B,Medio,Nordeste
3384,104,6,8174.15,-57.3,1475.56,1,4,1,1,A,Medio,Sudeste
3385,24,22,60751.8,45.3,1888.43,4,8,1,0,B,Micro,Sudeste
3386,20,15,42304.64,21.9,942.98,9,7,0,0,B,Grande,Sudeste
3387,98,6,17587.58,-85.8,844.63,2,4,1,1,A,Medio,Sudeste
3388,82,1,1055.68,-6.0,933.52,1,4,1,1,A,Micro,Centro-Oeste
3389,26,16,66171.58,-13.3,1052.14,9,4,1,0,B,Medio,Centro-Oeste
3390,27,19,79046.68,28.8,6621.69,6,9,1,0,C,Medio,Centro-Oeste
3391,109,10,7288.14,-41.6,859.45,3,4,1,1,A,Medio,Sudeste
3392,106,11,14548.31,-32.6,3104.82,2,4,1,1,A,Medio,Sul
3393,23,17,57338.93,11.0,2872.68,5,5,0,0,C,Medio,Sudeste
3394,81,3,1799.34,-29.4,579.23,1,6,0,1,A,Micro,Sul
3395,29,16,72308.0,25.2,2278.35,7,6,0,0,C,Medio,Nordeste
3396,80,4,4897.22,-33.5,915.64,3,2,0,1,A,Medio,Sudeste
3397,18,17,53658.63,4.4,2840.97,7,5,0,0,C,Micro,Sul
3398,84,2,2916.68,-19.3,653.56,1,4,1,1,A,Medio,Sul
3399,27,17,77660.14,-19.6,2542.69,7,8,1,0,C,Grande,Centro-Oeste
3400,91,5,3653.7,-39.4,583.71,4,4,1,1,A,Grande,Centro-Oeste
3401,31,19,112835.72,-16.5,3887.95,5,6,1,0,B,Micro,Sudeste
3402,79,2,3513.54,12.5,559.53,1,5,1,1,A,Micro,Sul
3403,82,7,4879.0,-20.9,1148.98,1,2,1,1,A,Medio,Sudeste
3404,29,17,42479.05,14.0,5356.27,9,6,1,0,B,Micro,Sudeste
3405,30,16,66440.31,54.2,4782.37,5,7,1,0,B,Grande,Centro-Oeste
3406,16,13,38116.9,6.5,2510.97,5,5,1,0,C,Micro,Centro-Oeste
3407,25,14,43314.54,30.9,790.27,15,8,0,0,B,Micro,Sudeste
3408,18,13,29232.68,12.1,1999.17,5,8,0,0,C,Micro,Sul
3409,22,14,33118.47,-7.1,3820.5,7,7,0,0,B,Micro,Nordeste
3410,20,21,31107.72,22.4,2018.04,7,7,0,0,C,Medio,Sudeste
3411,23,17,28207.35,18.4,4470.33,2,5,0,0,C,Medio,Centro-Oeste
3412,84,4,4564.85,-77.7,1228.14,2,4,1,1,A,Micro,Sul
3413,30,17,107391.57,-12.3,1937.76,6,6,1,0,C,Micro,Sudeste
3414,20,13,21889.95,-4.8,1561.72,3,6,1,0,C,Medio,Sul
3415,82,5,11984.39,-2.8,562.44,1,7,0,1,A,Micro,Sudeste
3416,22,11,45752.34,18.7,2696.0,11,8,1,0,B,Medio,Nordeste
3417,79,3,3195.1,4.4,1128.24,1,2,1,1,A,Medio,Sudeste
3418,23,16,61619.11,21.3,3688.84,3,8,1,0,C,Medio,Sul
3419,78,1,1715.52,-16.3,545.84,1,7,1,1,A,Grande,Sul
3420,91,6,6423.28,-11.3,749.7,1,2,0,1,A,Grande,Sudeste
3421,14,12,18447.95,10.0,2177.41,8,5,0,0,B,Grande,Sul
3422,29,12,18295.15,22.7,7242.43,8,8,0,0,B,Micro,Sul
3423,23,7,8151.09,-8.2,2921.64,2,6,1,0,C,Micro,Centro-Oeste
3424,24,12,40963.97,40.4,3099.73,8,4,1,0,C,Micro,Sudeste
3425,25,16,44391.43,41.9,4889.05,8,8,1,0,B,Grande,Sudeste
3426,93,5,6917.82,-9.0,4176.76,1,3,0,1,A,Grande,Nordeste
3427,24,13,19105.63,27.1,3061.21,2,6,0,0,B,Grande,Sul
3428,22,13,56916.13,0.0,1366.72,9,6,1,0,B,Micro,Nordeste
3429,27,11,23684.48,21.2,3907.67,7,6,1,0,B,Grande,Sudeste
3430,96,3,2093.44,-6.9,806.97,1,6,0,1,A,Micro,Nordeste
3431,23,13,18983.47,25.0,1957.45,6,3,1,0,B,Micro,Centro-Oeste
3432,91,5,5010.77,-41.3,2697.83,1,3,1,1,A,Micro,Norte
3433,24,11,32812.25,8.5,2578.07,2,5,1,0,B,Micro,Nordeste
3434,18,13,39326.7,31.1,2347.41,9,9,0,0,B,Medio,Sudeste
3435,24,13,52626.21,-2.3,9729.38,1,9,1,0,C,Micro,Nordeste
3436,17,13,34311.15,13.4,1991.86,7,9,0,0,B,Medio,Sudeste
3437,86,4,5209.97,-26.9,579.0,3,3,1,1,A,Medio,Sudeste
3438,17,10,39324.65,29.8,2335.53,6,4,1,0,C,Grande,Sudeste
3439,31,22,55363.65,7.3,3463.53,7,5,0,0,B,Medio,Sudeste
3440,89,2,734.34,-24.6,223.73,1,2,1,1,A,Micro,Sul
3441,15,13,34305.37,20.8,2660.39,6,3,1,0,B,Medio,Sudeste
3442,90,8,7650.09,15.9,597.45,1,2,1,1,A,Grande,Sudeste
3443,14,19,30419.51,3.0,4712.35,4,6,0,0,C,Micro,Norte
3444,20,13,34482.36,16.7,2894.14,4,5,1,0,B,Medio,Norte
3445,23,23,80691.69,5.6,4307.74,3,5,0,0,B,Micro,Sudeste
3446,95,3,2023.12,-37.0,1207.93,1,0,1,1,A,Micro,Sudeste
3447,29,19,35542.89,-7.4,3565.88,2,7,0,0,B,Medio,Sudeste
3448,27,18,55230.53,33.9,2781.61,5,5,0,0,C,Grande,Sul
3449,23,18,117826.18,-6.1,6212.36,6,7,0,0,C,Micro,Sul
3450,77,7,4623.54,-15.3,1085.65,2,9,1,1,A,Medio,Sudeste
3451,86,4,7690.55,-42.9,1366.17,1,5,0,1,A,Grande,Sudeste
3452,91,2,1679.51,35.0,906.95,2,8,1,1,A,Grande,Nordeste
3453,24,16,21501.26,77.3,1615.18,5,4,0,0,B,Micro,Sudeste
3454,28,18,55291.1,-14.5,5003.86,6,9,0,0,B,Grande,Sudeste
3455,15,26,70425.33,65.1,1170.0,6,7,0,0,B,Micro,Sudeste
3456,26,17,71404.62,51.3,3956.77,4,8,0,0,B,Medio,Sul
3457,23,12,49251.6,18.5,1310.9,5,6,0,0,C,Micro,Sudeste
3458,26,11,56680.63,31.1,4407.53,3,6,1,0,B,Micro,Centro-Oeste
3459,107,8,4158.96,-42.8,735.77,1,4,1,1,A,Medio,Sudeste
3460,25,20,39269.37,28.5,1313.97,6,4,0,0,B,Micro,Sudeste
3461,24,12,23684.5,35.8,5418.26,7,5,1,0,C,Micro,Nordeste
3462,25,16,37172.38,-5.4,2145.46,6,5,0,0,C,Micro,Nordeste
3463,29,18,44239.8,33.5,1919.18,4,6,0,0,B,Medio,Centro-Oeste
3464,23,20,53668.99,5.8,2888.57,6,5,0,0,B,Micro,Sudeste
3465,21,18,63598.7,0.8,3952.29,11,7,1,0,C,Medio,Centro-Oeste
3466,21,17,37278.29,0.5,2091.75,7,7,1,0,B,Micro,Sul
3467,81,6,5698.58,-27.8,598.51,1,5,1,1,A,Micro,Sudeste
3468,20,18,43362.8,-0.1,2565.48,2,10,0,0,C,Micro,Sul
3469,23,12,60266.57,36.8,1338.89,5,5,0,0,C,Medio,Sudeste
3470,81,7,4450.26,1.0,1486.13,2,5,1,1,A,Micro,Sudeste
3471,22,23,41469.04,-18.4,2420.44,4,7,0,0,B,Micro,Sudeste
3472,19,18,44146.04,17.8,2516.3,11,6,0,0,B,Grande,Nordeste
3473,82,5,4353.62,-15.7,545.92,2,1,0,1,A,Medio,Nordeste
3474,19,11,38574.76,12.0,1043.1,5,5,0,0,C,Micro,Centro-Oeste
3475,26,19,41417.28,7.8,1609.56,9,7,0,0,B,Micro,Sudeste
3476,16,10,22046.19,19.5,1886.51,8,5,1,0,C,Grande,Nordeste
3477,76,4,6215.05,-19.2,658.33,1,4,0,1,A,Micro,Sul
3478,27,12,52846.45,16.3,6154.74,3,6,1,0,B,Micro,Norte
3479,84,2,3853.65,12.7,926.82,1,5,0,1,A,Medio,Sul
3480,34,20,83029.09,5.7,3628.8,5,5,0,0,B,Medio,Norte
3481,19,12,41715.64,40.5,1382.82,5,7,0,0,B,Medio,Sudeste
3482,18,17,34142.89,23.6,647.33,2,5,0,0,B,Micro,Nordeste
3483,97,13,6073.09,-90.0,245.22,1,9,1,1,A,Micro,Nordeste
3484,77,9,6988.77,-37.3,737.7,2,4,1,1,A,Medio,Sul
3485,92,4,2739.49,10.1,794.22,1,5,1,1,A,Micro,Sudeste
3486,104,6,3471.63,-23.9,1118.81,1,7,1,1,A,Medio,Nordeste
3487,28,15,59393.5,-8.9,1393.62,5,8,0,0,B,Medio,Sudeste
3488,27,10,21328.78,13.2,2097.26,5,4,0,0,B,Micro,Nordeste
3489,23,16,31308.99,13.7,1011.63,4,9,0,0,B,Grande,Sudeste
3490,26,20,72535.08,0.9,1396.99,7,5,1,0,B,Grande,Sudeste
3491,82,2,1248.14,-2.1,488.85,3,7,1,1,A,Medio,Sudeste
3492,72,3,4031.83,-28.7,2551.25,1,3,1,1,A,Micro,Sul
3493,74,9,10145.65,-46.9,1283.26,3,4,0,1,A,Micro,Norte
3494,28,17,39749.21,-2.5,778.83,8,8,1,0,C,Medio,Sudeste
3495,32,12,41560.7,32.3,2023.15,7,7,0,0,B,Micro,Sudeste
3496,79,6,8612.26,-36.6,470.05,1,7,1,1,A,Grande,Sudeste
3497,81,1,663.1,-23.1,2127.7,2,5,1,1,A,Micro,Sudeste
3498,21,21,62644.37,9.1,1200.18,6,6,0,0,C,Medio,Nordeste
3499,20,17,23681.4,36.9,3173.48,3,6,0,0,B,Micro,Nordeste
3500,18,21,58815.82,2.4,3069.06,3,4,1,0,B,Medio,Sudeste
3501,25,10,11460.95,-26.2,2509.61,4,6,0,0,B,Micro,Norte
3502,99,5,4526.5,16.3,1106.49,2,6,1,1,A,Micro,Norte
3503,27,15,34984.82,9.6,2541.73,7,7,0,0,C,Micro,Sudeste
3504,14,16,43787.69,11.4,5215.64,5,4,0,0,C,Grande,Nordeste
3505,103,3,3205.21,-11.1,751.96,1,0,0,1,A,Micro,Sul
3506,23,20,115457.1,3.9,1408.35,8,7,0,0,C,Grande,Sul
3507,26,12,78832.31,-6.3,2143.72,2,8,0,0,B,Grande,Norte
3508,77,5,3623.58,-53.7,905.47,1,5,1,1,A,Micro,Sudeste
3509,16,15,53638.76,8.4,1780.82,8,8,0,0,B,Medio,Norte
3510,88,5,9348.25,-36.5,1115.33,3,0,1,1,A,Micro,Nordeste
3511,100,2,1778.51,-32.9,2196.84,2,9,1,1,A,Grande,Sul
3512,26,9,18509.94,26.6,1592.38,5,3,0,0,B,Medio,Nordeste
3513,77,12,14016.31,2.9,1003.8,2,5,0,1,A,Micro,Sudeste
3514,42,14,33751.53,-0.6,3264.74,6,7,0,0,C,Micro,Sudeste
3515,31,11,25098.85,-3.4,4774.42,6,4,0,0,C,Micro,Centro-Oeste
3516,91,7,14538.62,-20.0,1256.01,3,6,0,1,A,Grande,Nordeste
3517,20,16,18507.02,43.7,4418.22,7,7,0,0,B,Micro,Sul
3518,17,12,29812.5,-20.1,973.74,8,8,0,0,C,Medio,Sudeste
3519,24,14,19548.58,5.2,2274.03,3,6,0,0,C,Micro,Centro-Oeste
3520,24,14,28602.01,-4.7,1456.38,4,7,0,0,B,Grande,Centro-Oeste
3521,105,3,4844.16,-51.8,1982.31,1,7,1,1,A,Micro,Centro-Oeste
3522,23,16,22725.73,-0.6,1195.66,5,7,0,0,B,Medio,Sul
3523,22,15,41039.36,-25.2,3297.88,6,5,0,0,B,Medio,Sudeste
3524,29,21,28375.49,-12.3,2510.53,8,5,0,0,C,Medio,Sudeste
3525,74,5,2839.93,33.4,1126.94,3,8,1,1,A,Micro,Norte
3526,27,17,63990.58,-0.3,4001.45,6,5,1,0,C,Micro,Sudeste
3527,99,5,6489.01,-29.1,751.04,2,2,0,1,A,Micro,Sul
3528,26,14,72723.65,-17.4,1277.55,6,9,0,0,C,Medio,Nordeste
3529,23,12,29464.22,19.1,2480.96,8,6,1,0,B,Micro,Sul
3530,29,15,28401.21,16.5,874.04,7,4,1,0,B,Medio,Nordeste
3531,34,7,12747.5,25.9,5724.2,7,7,1,0,B,Micro,Centro-Oeste
3532,105,1,1202.54,-3.9,664.54,2,0,1,1,A,Grande,Norte
3533,87,5,6114.84,-21.1,989.86,3,5,0,1,A,Grande,Sudeste
3534,88,5,2763.81,-30.2,1743.51,2,0,0,1,A,Medio,Sul
3535,101,3,2542.08,-30.8,1358.26,1,6,1,1,A,Micro,Centro-Oeste
3536,99,7,4152.78,-17.9,1390.38,1,7,0,1,A,Micro,Norte
3537,18,9,26684.43,19.8,1632.86,6,5,1,0,B,Micro,Centro-Oeste
3538,29,14,28632.27,31.3,2270.27,6,7,0,0,B,Micro,Sul
3539,75,3,8685.59,-13.5,2087.19,1,4,1,1,A,Medio,Centro-Oeste
3540,22,12,35383.48,33.9,5231.02,8,7,0,0,C,Medio,Norte
3541,28,17,37365.13,8.3,2472.79,3,7,0,0,B,Grande,Centro-Oeste
3542,24,14,26363.97,-4.4,1722.7,10,5,0,0,C,Micro,Norte
3543,21,20,46545.18,19.1,3007.42,12,8,0,0,B,Medio,Norte
3544,88,5,3995.44,-34.2,558.6,2,4,1,1,A,Medio,Centro-Oeste
3545,26,11,21375.48,5.1,2844.61,5,6,1,0,B,Medio,Sul
3546,29,16,49721.16,-3.6,1551.1,6,6,0,0,B,Micro,Sudeste
3547,110,3,4092.23,-18.6,1527.28,2,1,1,1,A,Medio,Sul
3548,90,3,2552.12,-33.2,683.73,1,7,1,1,A,Medio,Sudeste
3549,79,4,3117.48,-39.6,1726.63,1,3,0,1,A,Medio,Sudeste
3550,90,2,2800.79,-24.7,1058.48,1,5,1,1,A,Grande,Sul
3551,20,20,85843.5,22.9,3166.9,6,9,1,0,B,Micro,Sudeste
3552,26,14,36539.2,-20.5,9407.35,6,7,0,0,B,Micro,Sul
3553,94,5,10213.36,-19.9,986.48,1,3,1,1,A,Medio,Norte
3554,30,15,38281.67,53.2,7541.01,9,5,0,0,B,Medio,Nordeste
3555,28,21,26833.16,-1.2,1102.36,10,5,0,0,B,Micro,Sul
3556,84,13,11570.12,-8.5,1234.27,1,8,0,1,A,Medio,Nordeste
3557,87,7,6181.37,-49.3,469.47,5,7,1,1,A,Grande,Sudeste
3558,94,6,9783.1,-30.7,3306.49,2,6,1,1,A,Grande,Sudeste
3559,17,21,38320.59,7.3,2082.91,3,8,1,0,B,Micro,Sul
3560,94,4,8268.75,-43.3,1833.63,1,4,1,1,A,Grande,Sudeste
3561,80,2,1490.49,-54.8,665.05,1,5,1,1,A,Medio,Norte
3562,32,12,17314.47,-13.6,2731.35,8,7,1,0,B,Medio,Centro-Oeste
3563,34,14,89473.34,36.4,2859.44,5,5,0,0,B,Medio,Sul
3564,83,3,1862.33,30.1,510.6,1,7,0,1,A,Grande,Sul
3565,97,2,2133.44,-41.1,729.69,2,5,0,1,A,Medio,Sudeste
3566,15,22,124353.91,16.3,5101.78,3,9,0,0,B,Micro,Sudeste
3567,21,14,47500.89,13.1,1213.44,5,6,0,0,C,Medio,Sudeste
3568,23,22,67873.5,2.5,1394.48,5,7,0,0,B,Medio,Sudeste
3569,18,12,29027.95,14.0,2961.22,8,6,0,0,B,Micro,Norte
3570,99,4,11376.1,-16.2,1439.4,1,5,0,1,A,Grande,Nordeste
3571,78,4,7450.55,-8.7,889.63,1,3,1,1,A,Medio,Sudeste
3572,24,21,120895.33,-18.5,1711.78,7,4,0,0,C,Medio,Nordeste
3573,104,4,4896.53,-22.0,1401.67,1,4,1,1,A,Micro,Sudeste
3574,29,14,96897.79,9.5,1494.03,7,7,0,0,C,Medio,Sudeste
3575,23,17,54280.35,6.3,1954.99,8,5,1,0,B,Micro,Sudeste
3576,20,14,27058.5,29.8,3483.93,2,8,1,0,B,Micro,Centro-Oeste
3577,78,3,3081.16,-31.0,781.12,1,4,0,1,A,Medio,Nordeste
3578,21,12,35025.49,40.3,1300.4,2,6,1,0,B,Micro,Centro-Oeste
3579,22,15,63827.91,1.9,2730.27,8,7,0,0,B,Medio,Sudeste
3580,96,3,1797.8,-1.3,1758.03,2,4,1,1,A,Micro,Centro-Oeste
3581,82,8,14846.66,-12.4,725.66,1,5,1,1,A,Micro,Sul
3582,32,12,20243.29,12.5,1439.72,9,6,1,0,C,Micro,Nordeste
